x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20,label
0.7967951893806458,0.48320597410202026,-8.197632723749848e-07,0.7075296640396118,0.4643011689186096,-0.06617589294910431,0.6251974105834961,0.40692347288131714,-0.11414468288421631,0.5666214227676392,0.3185012936592102,-0.14706026017665863,0.5206965208053589,0.19143016636371613,-0.17573222517967224,0.7033701539039612,0.3451630771160126,-0.15361352264881134,0.6413971185684204,0.6135867834091187,-0.19719034433364868,0.6446850895881653,0.6145927309989929,-0.21624399721622467,0.6612679362297058,0.544847309589386,-0.23093272745609283,0.7753195762634277,0.404263436794281,-0.1428772211074829,0.6872100234031677,0.7243849635124207,-0.1744377613067627,0.6860647797584534,0.6875075101852417,-0.17091503739356995,0.7008899450302124,0.6190359592437744,-0.17689616978168488,0.8287006616592407,0.4821511209011078,-0.1311120241880417,0.7386688590049744,0.7727934122085571,-0.16252611577510834,0.7356362342834473,0.7422072291374207,-0.1360739767551422,0.7503405809402466,0.6788371801376343,-0.12156037986278534,0.8663297891616821,0.5640219449996948,-0.12637905776500702,0.7980796694755554,0.7920933365821838,-0.1611691564321518,0.7912966012954712,0.7712720036506653,-0.1536320596933365,0.8021845817565918,0.7144589424133301,-0.1460767239332199,A
0.3023674786090851,0.7135749459266663,-2.0697478930742363e-07,0.35048338770866394,0.6091984510421753,-0.02800588123500347,0.397479385137558,0.5079697966575623,-0.07635985314846039,0.4228860139846802,0.3827647268772125,-0.11956484615802765,0.4377864599227905,0.25051629543304443,-0.16434484720230103,0.326038658618927,0.5332129001617432,-0.1567527800798416,0.43180304765701294,0.716657280921936,-0.1952866166830063,0.4162069857120514,0.685692548751831,-0.19586467742919922,0.38315653800964355,0.6332199573516846,-0.1894313246011734,0.27818626165390015,0.6273947954177856,-0.15862937271595,0.4036153554916382,0.828162670135498,-0.19381122291088104,0.3896164894104004,0.7818063497543335,-0.1787709891796112,0.35280197858810425,0.7224113345146179,-0.16767628490924835,0.24938632547855377,0.7258204817771912,-0.15453015267848969,0.3615005314350128,0.9076794981956482,-0.1734984964132309,0.34671667218208313,0.8567702174186707,-0.1476898193359375,0.31097060441970825,0.8016849756240845,-0.13212580978870392,0.23381665349006653,0.8168569803237915,-0.1514934003353119,0.31602102518081665,0.9601536989212036,-0.16272728145122528,0.311264306306839,0.9164047837257385,-0.14491170644760132,0.28102943301200867,0.8554128408432007,-0.13491655886173248,A
0.743552565574646,0.6916930675506592,-6.154133984637156e-07,0.6523394584655762,0.6655821800231934,-0.05295560136437416,0.5688480734825134,0.625204861164093,-0.08292931318283081,0.5122988820075989,0.5812097191810608,-0.10232266783714294,0.45914754271507263,0.5346537828445435,-0.11617247760295868,0.6465243101119995,0.5857214331626892,-0.08785521984100342,0.6001070737838745,0.7083663940429688,-0.12646803259849548,0.6157148480415344,0.7180547118186951,-0.1389627456665039,0.6246358156204224,0.6783548593521118,-0.14616583287715912,0.7169094681739807,0.6059382557868958,-0.08244083821773529,0.6522548198699951,0.740004301071167,-0.1138046458363533,0.6651468873023987,0.729389488697052,-0.11065705865621567,0.6721733212471008,0.6810659170150757,-0.1121518611907959,0.7733156085014343,0.6383547186851501,-0.08142033964395523,0.7083321213722229,0.7582223415374756,-0.11484608799219131,0.7144911289215088,0.7468365430831909,-0.09851200133562088,0.7253164052963257,0.7075830101966858,-0.08707477897405624,0.8156813979148865,0.675413966178894,-0.08544156700372696,0.768040120601654,0.7636764645576477,-0.11261037737131119,0.7634360790252686,0.754503607749939,-0.10867801308631897,0.7707805037498474,0.7218101024627686,-0.10392528772354126,A
0.873679518699646,0.6122595071792603,-4.109095641524618e-07,0.7646687626838684,0.5672725439071655,-0.022839069366455078,0.6578242182731628,0.527920126914978,-0.046228744089603424,0.5841807723045349,0.48616164922714233,-0.06472720950841904,0.5460712909698486,0.4325037896633148,-0.08073542267084122,0.6578224301338196,0.5358943343162537,-0.07893809676170349,0.5736591815948486,0.6515486240386963,-0.10872451215982437,0.6117270588874817,0.6591036319732666,-0.11157063394784927,0.6426447629928589,0.6234564781188965,-0.11308182030916214,0.7150055766105652,0.566669225692749,-0.08441898971796036,0.6219303607940674,0.6996086835861206,-0.1103682890534401,0.6657751202583313,0.6877106428146362,-0.10104770213365555,0.6913551688194275,0.6531051397323608,-0.09879101067781448,0.7695388197898865,0.6087362170219421,-0.08981724083423615,0.6834827065467834,0.7271230816841125,-0.11426766961812973,0.7170188426971436,0.7074708938598633,-0.09839930385351181,0.7443954348564148,0.6691237688064575,-0.09038735926151276,0.8223519921302795,0.6503437757492065,-0.09593915194272995,0.744223415851593,0.7369617819786072,-0.11841132491827011,0.7612958550453186,0.7174357175827026,-0.11375153809785843,0.7868726253509521,0.6830568313598633,-0.10909797996282578,A
0.25336477160453796,0.5387279987335205,-1.4087892452607775e-07,0.3534807860851288,0.5504595637321472,-0.038052916526794434,0.41568928956985474,0.5293136239051819,-0.10510875284671783,0.46044087409973145,0.5153706073760986,-0.1600145846605301,0.517740786075592,0.46818432211875916,-0.20974472165107727,0.352440744638443,0.47228413820266724,-0.24033063650131226,0.37513816356658936,0.5638542771339417,-0.2957167327404022,0.35694238543510437,0.5685417056083679,-0.27393341064453125,0.34814196825027466,0.539171576499939,-0.25494110584259033,0.2911050617694855,0.4876989722251892,-0.2546066641807556,0.3301698863506317,0.5867787003517151,-0.2964687645435333,0.3142118752002716,0.5775869488716125,-0.23080924153327942,0.31404295563697815,0.5281228423118591,-0.19067256152629852,0.23304195702075958,0.5073111057281494,-0.2660917043685913,0.2751278281211853,0.5932435989379883,-0.3034300208091736,0.2645125091075897,0.5859510898590088,-0.23032328486442566,0.27120500802993774,0.5401352643966675,-0.18927453458309174,0.19313469529151917,0.5286235213279724,-0.2811792492866516,0.1944444626569748,0.572713315486908,-0.33288705348968506,0.2132713496685028,0.5754966735839844,-0.32378917932510376,0.2299574464559555,0.5520902872085571,-0.31817159056663513,A
0.8376744985580444,0.6653356552124023,-4.847897798754275e-07,0.7233431339263916,0.6245486736297607,-0.02249835804104805,0.6201640963554382,0.5874896049499512,-0.0452968031167984,0.5490373969078064,0.543753981590271,-0.06357118487358093,0.5086815357208252,0.4916127920150757,-0.07871682196855545,0.6362965703010559,0.5909649133682251,-0.06728771328926086,0.569898247718811,0.7158684730529785,-0.09728283435106277,0.6032007932662964,0.7114066481590271,-0.10357027500867844,0.6255896091461182,0.6690946221351624,-0.10617303103208542,0.6975822448730469,0.6160171031951904,-0.07256729900836945,0.6211985349655151,0.7572788000106812,-0.09662412852048874,0.6564421653747559,0.7318342328071594,-0.09201141446828842,0.6754269599914551,0.6910130977630615,-0.09307309240102768,0.754162073135376,0.6459636688232422,-0.07828877121210098,0.6814221143722534,0.7737188935279846,-0.09943613409996033,0.7094894647598267,0.7432041168212891,-0.08809646964073181,0.7308064103126526,0.6997570991516113,-0.08339295536279678,0.8084189891815186,0.6765783429145813,-0.08530756086111069,0.7408496141433716,0.7753967642784119,-0.10196265578269958,0.7542518377304077,0.7502668499946594,-0.09815504401922226,0.7746058106422424,0.7110165953636169,-0.09488000720739365,A
0.8862859606742859,0.6374622583389282,-3.5450366908662545e-07,0.7802111506462097,0.592273473739624,-0.02003801055252552,0.6702383160591125,0.5583444833755493,-0.048218946903944016,0.5990830063819885,0.520569920539856,-0.07191874831914902,0.5563822984695435,0.46801966428756714,-0.0945798009634018,0.6676604151725769,0.5648214221000671,-0.10028474777936935,0.587482750415802,0.6857940554618835,-0.136548712849617,0.6241762638092041,0.6852903962135315,-0.13983877003192902,0.6510567665100098,0.6470465660095215,-0.14007829129695892,0.7254591584205627,0.6016411781311035,-0.10925528407096863,0.6369187831878662,0.7350523471832275,-0.14042726159095764,0.6772559285163879,0.7141096591949463,-0.12817029654979706,0.700659453868866,0.6756067872047424,-0.12348546832799911,0.7819736003875732,0.6452951431274414,-0.11663612723350525,0.6970446705818176,0.7632895708084106,-0.14493615925312042,0.7291691899299622,0.7340134978294373,-0.12432780861854553,0.7526352405548096,0.6923068761825562,-0.1126248836517334,0.8342065811157227,0.6886270046234131,-0.12388972193002701,0.7540494203567505,0.7749665379524231,-0.1480526626110077,0.7705552577972412,0.7489981651306152,-0.1385623663663864,0.7942540645599365,0.7111889123916626,-0.13007672131061554,A
0.8810614347457886,0.7928317785263062,-9.846085049503017e-07,0.7628685832023621,0.7241348028182983,-0.03306221216917038,0.6453999280929565,0.6613708734512329,-0.06280244141817093,0.5555502772331238,0.6162298321723938,-0.08541157096624374,0.4954688549041748,0.5596187114715576,-0.10896828770637512,0.7130922675132751,0.6146249175071716,-0.1198359876871109,0.5903530120849609,0.698685348033905,-0.15345965325832367,0.5823794007301331,0.7579147815704346,-0.1494549661874771,0.5953360795974731,0.767297625541687,-0.1455511450767517,0.7782536745071411,0.6712513566017151,-0.1252526342868805,0.6270967125892639,0.7429022192955017,-0.15676577389240265,0.6116341948509216,0.7979685068130493,-0.14039821922779083,0.627064049243927,0.8063533306121826,-0.13423392176628113,0.8267437219619751,0.7387622594833374,-0.12929311394691467,0.682040274143219,0.8002018332481384,-0.16759106516838074,0.6647814512252808,0.8371702432632446,-0.14331425726413727,0.6831583976745605,0.8341695666313171,-0.12714053690433502,0.8613229990005493,0.8066394329071045,-0.1336870789527893,0.7424188256263733,0.8550417423248291,-0.1710323840379715,0.712293267250061,0.8675944209098816,-0.16479197144508362,0.7157464623451233,0.8579246997833252,-0.15763698518276215,A
0.156424418091774,0.6562339067459106,-2.209094560612357e-07,0.2442256063222885,0.6316279768943787,-0.01995048113167286,0.36438992619514465,0.623025119304657,-0.05867265537381172,0.43935880064964294,0.5847667455673218,-0.09161825478076935,0.48319679498672485,0.5200929641723633,-0.1211002841591835,0.36579227447509766,0.6172441840171814,-0.13674406707286835,0.40993645787239075,0.7493364810943604,-0.17375335097312927,0.37507373094558716,0.7450910210609436,-0.17380930483341217,0.3590189516544342,0.7074880003929138,-0.17182184755802155,0.30506300926208496,0.6404744982719421,-0.14930465817451477,0.36499449610710144,0.7867661714553833,-0.18083621561527252,0.3308124542236328,0.7714237570762634,-0.16298595070838928,0.3078068196773529,0.726446807384491,-0.15458163619041443,0.24426473677158356,0.6755138039588928,-0.15684030950069427,0.30722588300704956,0.808485209941864,-0.1750521957874298,0.27707168459892273,0.7898429036140442,-0.14167751371860504,0.2535982131958008,0.748504102230072,-0.12481216341257095,0.18846406042575836,0.7144128680229187,-0.16478238999843597,0.2486487627029419,0.8159654140472412,-0.17215442657470703,0.23018735647201538,0.7983546257019043,-0.14933571219444275,0.2085116058588028,0.7592220306396484,-0.13795898854732513,A
0.7533203959465027,0.7409108877182007,-3.753485486868158e-07,0.6665480732917786,0.6701476573944092,-0.01039813831448555,0.5863311886787415,0.6044436693191528,-0.04302022606134415,0.5414833426475525,0.5436559915542603,-0.07072064280509949,0.5326933264732361,0.48374849557876587,-0.098591648042202,0.5733174681663513,0.5929117798805237,-0.11980749666690826,0.4546002745628357,0.6771122813224792,-0.15119582414627075,0.4793793559074402,0.7045493125915527,-0.14871755242347717,0.5147818922996521,0.6845552325248718,-0.14752782881259918,0.612591028213501,0.6357338428497314,-0.1331539750099182,0.48327356576919556,0.7385915517807007,-0.1539953649044037,0.522437334060669,0.7467080354690552,-0.1334778517484665,0.5559752583503723,0.7284281849861145,-0.12712323665618896,0.6462607979774475,0.6943350434303284,-0.14186470210552216,0.5288751125335693,0.787649393081665,-0.15394923090934753,0.5637285709381104,0.7864785194396973,-0.12762917578220367,0.5980539917945862,0.7655425667762756,-0.11939279735088348,0.6757069826126099,0.7536349296569824,-0.1502223014831543,0.5762816667556763,0.8170295357704163,-0.16679707169532776,0.5985472798347473,0.8070212602615356,-0.15829244256019592,0.6316852569580078,0.7849695682525635,-0.15396781265735626,A
0.6918737292289734,0.6081280708312988,-5.942800953562255e-07,0.6308436393737793,0.5899811387062073,-0.06637535244226456,0.5683965086936951,0.5437827706336975,-0.11228829622268677,0.5152882933616638,0.5132625102996826,-0.14495715498924255,0.4663974940776825,0.46932241320610046,-0.17169207334518433,0.6627590656280518,0.4699632525444031,-0.12732428312301636,0.6168349981307983,0.5480492115020752,-0.17187681794166565,0.60840904712677,0.5650418996810913,-0.18846504390239716,0.618910551071167,0.5442954897880554,-0.2001701295375824,0.7335671186447144,0.49532070755958557,-0.11520340293645859,0.6687505841255188,0.6004195213317871,-0.15618915855884552,0.65362948179245,0.6021504998207092,-0.15607480704784393,0.6633705496788025,0.5711848139762878,-0.15747903287410736,0.7841963768005371,0.5353443026542664,-0.10543693602085114,0.7124792337417603,0.6322848796844482,-0.14126291871070862,0.6947885751724243,0.6288604736328125,-0.12173879146575928,0.7006597518920898,0.5996687412261963,-0.1085585281252861,0.8151353597640991,0.5755434632301331,-0.10279205441474915,0.7587344646453857,0.6416407823562622,-0.13710467517375946,0.7375747561454773,0.6410050988197327,-0.13483507931232452,0.7375775575637817,0.6187294721603394,-0.12901973724365234,A
0.2473350316286087,0.2325846552848816,-3.617705601755006e-07,0.317956805229187,0.26180240511894226,-0.03547661006450653,0.3914022445678711,0.2754354774951935,-0.07192230969667435,0.44710540771484375,0.23272477090358734,-0.1011015996336937,0.4986472427845001,0.13905274868011475,-0.12549002468585968,0.3185165524482727,0.20113161206245422,-0.13326865434646606,0.3419354557991028,0.49261826276779175,-0.18081249296665192,0.3367946147918701,0.4650600552558899,-0.1908639818429947,0.32915401458740234,0.3684637248516083,-0.1940331906080246,0.24684663116931915,0.20962724089622498,-0.13780435919761658,0.2827821373939514,0.5365037322044373,-0.18202897906303406,0.2800554633140564,0.4741942584514618,-0.16961103677749634,0.27051404118537903,0.37879428267478943,-0.16632969677448273,0.19224846363067627,0.25398489832878113,-0.1410500854253769,0.22913317382335663,0.5500988364219666,-0.17415519058704376,0.2318604588508606,0.4869300127029419,-0.1476917862892151,0.22862407565116882,0.4045521020889282,-0.1341656744480133,0.149851456284523,0.3054434061050415,-0.14702928066253662,0.18059521913528442,0.5207184553146362,-0.16488489508628845,0.18561393022537231,0.47384122014045715,-0.14949177205562592,0.182718887925148,0.3942481279373169,-0.14367936551570892,A
